PA,SZ,AG,Population,Year
Paya Lebar West,Paya Lebar West,0_to_4,0.0,2018
Paya Lebar West,Paya Lebar West,5_to_9,0.0,2018
Paya Lebar West,Paya Lebar West,10_to_14,0.0,2018
Paya Lebar West,Paya Lebar West,15_to_19,0.0,2018
Paya Lebar West,Paya Lebar West,20_to_24,0.0,2018
Paya Lebar West,Paya Lebar West,25_to_29,0.0,2018
Paya Lebar West,Paya Lebar West,30_to_34,0.0,2018
Paya Lebar West,Paya Lebar West,35_to_39,0.0,2018
Paya Lebar West,Paya Lebar West,40_to_44,0.0,2018
Paya Lebar West,Paya Lebar West,45_to_49,0.0,2018
Paya Lebar West,Paya Lebar West,50_to_54,0.0,2018
Paya Lebar West,Paya Lebar West,55_to_59,0.0,2018
Paya Lebar West,Paya Lebar West,60_to_64,0.0,2018
Paya Lebar West,Paya Lebar West,65_to_69,0.0,2018
Paya Lebar West,Paya Lebar West,70_to_74,0.0,2018
Paya Lebar West,Paya Lebar West,75_to_79,0.0,2018
Paya Lebar West,Paya Lebar West,80_to_84,0.0,2018
Paya Lebar West,Paya Lebar West,85_and_over,0.0,2018
Plab,Plab,0_to_4,0.0,2018
Plab,Plab,5_to_9,0.0,2018
Plab,Plab,10_to_14,0.0,2018
Plab,Plab,15_to_19,0.0,2018
Plab,Plab,20_to_24,0.0,2018
Plab,Plab,25_to_29,0.0,2018
Plab,Plab,30_to_34,0.0,2018
Plab,Plab,35_to_39,0.0,2018
Plab,Plab,40_to_44,0.0,2018
Plab,Plab,45_to_49,0.0,2018
Plab,Plab,50_to_54,0.0,2018
Plab,Plab,55_to_59,0.0,2018
Plab,Plab,60_to_64,0.0,2018
Plab,Plab,65_to_69,0.0,2018
Plab,Plab,70_to_74,0.0,2018
Plab,Plab,75_to_79,0.0,2018
Plab,Plab,80_to_84,0.0,2018
Plab,Plab,85_and_over,0.0,2018
Benoi Sector,Benoi Sector,0_to_4,0.0,2018
Benoi Sector,Benoi Sector,5_to_9,0.0,2018
Benoi Sector,Benoi Sector,10_to_14,0.0,2018
Benoi Sector,Benoi Sector,15_to_19,0.0,2018
Benoi Sector,Benoi Sector,20_to_24,0.0,2018
Benoi Sector,Benoi Sector,25_to_29,0.0,2018
Benoi Sector,Benoi Sector,30_to_34,0.0,2018
Benoi Sector,Benoi Sector,35_to_39,0.0,2018
Benoi Sector,Benoi Sector,40_to_44,0.0,2018
Benoi Sector,Benoi Sector,45_to_49,0.0,2018
Benoi Sector,Benoi Sector,50_to_54,0.0,2018
Benoi Sector,Benoi Sector,55_to_59,0.0,2018
Benoi Sector,Benoi Sector,60_to_64,0.0,2018
Benoi Sector,Benoi Sector,65_to_69,0.0,2018
Benoi Sector,Benoi Sector,70_to_74,0.0,2018
Benoi Sector,Benoi Sector,75_to_79,0.0,2018
Benoi Sector,Benoi Sector,80_to_84,0.0,2018
Benoi Sector,Benoi Sector,85_and_over,0.0,2018
Gul Basin,Gul Basin,0_to_4,0.0,2018
Gul Basin,Gul Basin,5_to_9,0.0,2018
Gul Basin,Gul Basin,10_to_14,0.0,2018
Gul Basin,Gul Basin,15_to_19,0.0,2018
Gul Basin,Gul Basin,20_to_24,0.0,2018
Gul Basin,Gul Basin,25_to_29,0.0,2018
Gul Basin,Gul Basin,30_to_34,0.0,2018
Gul Basin,Gul Basin,35_to_39,0.0,2018
Gul Basin,Gul Basin,40_to_44,0.0,2018
Gul Basin,Gul Basin,45_to_49,0.0,2018
Gul Basin,Gul Basin,50_to_54,0.0,2018
Gul Basin,Gul Basin,55_to_59,0.0,2018
Gul Basin,Gul Basin,60_to_64,0.0,2018
Gul Basin,Gul Basin,65_to_69,0.0,2018
Gul Basin,Gul Basin,70_to_74,0.0,2018
Gul Basin,Gul Basin,75_to_79,0.0,2018
Gul Basin,Gul Basin,80_to_84,0.0,2018
Gul Basin,Gul Basin,85_and_over,0.0,2018
Gul Circle,Gul Circle,0_to_4,0.0,2018
Gul Circle,Gul Circle,5_to_9,0.0,2018
Gul Circle,Gul Circle,10_to_14,0.0,2018
Gul Circle,Gul Circle,15_to_19,0.0,2018
Gul Circle,Gul Circle,20_to_24,0.0,2018
Gul Circle,Gul Circle,25_to_29,0.0,2018
Gul Circle,Gul Circle,30_to_34,0.0,2018
Gul Circle,Gul Circle,35_to_39,0.0,2018
Gul Circle,Gul Circle,40_to_44,0.0,2018
Gul Circle,Gul Circle,45_to_49,0.0,2018
Gul Circle,Gul Circle,50_to_54,0.0,2018
Gul Circle,Gul Circle,55_to_59,0.0,2018
Gul Circle,Gul Circle,60_to_64,0.0,2018
Gul Circle,Gul Circle,65_to_69,0.0,2018
Gul Circle,Gul Circle,70_to_74,0.0,2018
Gul Circle,Gul Circle,75_to_79,0.0,2018
Gul Circle,Gul Circle,80_to_84,0.0,2018
Gul Circle,Gul Circle,85_and_over,0.0,2018
Joo Koon,Joo Koon,0_to_4,0.0,2018
Joo Koon,Joo Koon,5_to_9,0.0,2018
Joo Koon,Joo Koon,10_to_14,0.0,2018
Joo Koon,Joo Koon,15_to_19,0.0,2018
Joo Koon,Joo Koon,20_to_24,0.0,2018
Joo Koon,Joo Koon,25_to_29,0.0,2018
Joo Koon,Joo Koon,30_to_34,0.0,2018
Joo Koon,Joo Koon,35_to_39,0.0,2018
Joo Koon,Joo Koon,40_to_44,0.0,2018
Joo Koon,Joo Koon,45_to_49,0.0,2018
Joo Koon,Joo Koon,50_to_54,0.0,2018
Joo Koon,Joo Koon,55_to_59,0.0,2018
Joo Koon,Joo Koon,60_to_64,0.0,2018
Joo Koon,Joo Koon,65_to_69,0.0,2018
Joo Koon,Joo Koon,70_to_74,0.0,2018
Joo Koon,Joo Koon,75_to_79,0.0,2018
Joo Koon,Joo Koon,80_to_84,0.0,2018
Joo Koon,Joo Koon,85_and_over,0.0,2018
Pioneer Sector,Pioneer Sector,0_to_4,0.0,2018
Pioneer Sector,Pioneer Sector,5_to_9,0.0,2018
Pioneer Sector,Pioneer Sector,10_to_14,0.0,2018
Pioneer Sector,Pioneer Sector,15_to_19,0.0,2018
Pioneer Sector,Pioneer Sector,20_to_24,0.0,2018
Pioneer Sector,Pioneer Sector,25_to_29,0.0,2018
Pioneer Sector,Pioneer Sector,30_to_34,0.0,2018
Pioneer Sector,Pioneer Sector,35_to_39,0.0,2018
Pioneer Sector,Pioneer Sector,40_to_44,0.0,2018
Pioneer Sector,Pioneer Sector,45_to_49,0.0,2018
Pioneer Sector,Pioneer Sector,50_to_54,0.0,2018
Pioneer Sector,Pioneer Sector,55_to_59,0.0,2018
Pioneer Sector,Pioneer Sector,60_to_64,0.0,2018
Pioneer Sector,Pioneer Sector,65_to_69,0.0,2018
Pioneer Sector,Pioneer Sector,70_to_74,0.0,2018
Pioneer Sector,Pioneer Sector,75_to_79,0.0,2018
Pioneer Sector,Pioneer Sector,80_to_84,0.0,2018
Pioneer Sector,Pioneer Sector,85_and_over,0.0,2018
Coney Island,Coney Island,0_to_4,0.0,2018
Coney Island,Coney Island,5_to_9,0.0,2018
Coney Island,Coney Island,10_to_14,0.0,2018
Coney Island,Coney Island,15_to_19,0.0,2018
Coney Island,Coney Island,20_to_24,0.0,2018
Coney Island,Coney Island,25_to_29,0.0,2018
Coney Island,Coney Island,30_to_34,0.0,2018
Coney Island,Coney Island,35_to_39,0.0,2018
Coney Island,Coney Island,40_to_44,0.0,2018
Coney Island,Coney Island,45_to_49,0.0,2018
Coney Island,Coney Island,50_to_54,0.0,2018
Coney Island,Coney Island,55_to_59,0.0,2018
Coney Island,Coney Island,60_to_64,0.0,2018
Coney Island,Coney Island,65_to_69,0.0,2018
Coney Island,Coney Island,70_to_74,0.0,2018
Coney Island,Coney Island,75_to_79,0.0,2018
Coney Island,Coney Island,80_to_84,0.0,2018
Coney Island,Coney Island,85_and_over,0.0,2018
Matilda,Matilda,0_to_4,5430.0,2018
Matilda,Matilda,5_to_9,4850.0,2018
Matilda,Matilda,10_to_14,3150.0,2018
Matilda,Matilda,15_to_19,2210.0,2018
Matilda,Matilda,20_to_24,1860.0,2018
Matilda,Matilda,25_to_29,2640.0,2018
Matilda,Matilda,30_to_34,5470.0,2018
Matilda,Matilda,35_to_39,7490.0,2018
Matilda,Matilda,40_to_44,5120.0,2018
Matilda,Matilda,45_to_49,3820.0,2018
Matilda,Matilda,50_to_54,2550.0,2018
Matilda,Matilda,55_to_59,2140.0,2018
Matilda,Matilda,60_to_64,1730.0,2018
Matilda,Matilda,65_to_69,1550.0,2018
Matilda,Matilda,70_to_74,1120.0,2018
Matilda,Matilda,75_to_79,540.0,2018
Matilda,Matilda,80_to_84,320.0,2018
Matilda,Matilda,85_and_over,230.0,2018
Northshore,Northshore,0_to_4,20.0,2018
Northshore,Northshore,5_to_9,20.0,2018
Northshore,Northshore,10_to_14,20.0,2018
Northshore,Northshore,15_to_19,30.0,2018
Northshore,Northshore,20_to_24,40.0,2018
Northshore,Northshore,25_to_29,40.0,2018
Northshore,Northshore,30_to_34,40.0,2018
Northshore,Northshore,35_to_39,10.0,2018
Northshore,Northshore,40_to_44,30.0,2018
Northshore,Northshore,45_to_49,40.0,2018
Northshore,Northshore,50_to_54,40.0,2018
Northshore,Northshore,55_to_59,30.0,2018
Northshore,Northshore,60_to_64,40.0,2018
Northshore,Northshore,65_to_69,20.0,2018
Northshore,Northshore,70_to_74,20.0,2018
Northshore,Northshore,75_to_79,10.0,2018
Northshore,Northshore,80_to_84,10.0,2018
Northshore,Northshore,85_and_over,10.0,2018
Punggol Canal,Punggol Canal,0_to_4,0.0,2018
Punggol Canal,Punggol Canal,5_to_9,0.0,2018
Punggol Canal,Punggol Canal,10_to_14,0.0,2018
Punggol Canal,Punggol Canal,15_to_19,0.0,2018
Punggol Canal,Punggol Canal,20_to_24,0.0,2018
Punggol Canal,Punggol Canal,25_to_29,0.0,2018
Punggol Canal,Punggol Canal,30_to_34,0.0,2018
Punggol Canal,Punggol Canal,35_to_39,0.0,2018
Punggol Canal,Punggol Canal,40_to_44,0.0,2018
Punggol Canal,Punggol Canal,45_to_49,0.0,2018
Punggol Canal,Punggol Canal,50_to_54,0.0,2018
Punggol Canal,Punggol Canal,55_to_59,0.0,2018
Punggol Canal,Punggol Canal,60_to_64,0.0,2018
Punggol Canal,Punggol Canal,65_to_69,0.0,2018
Punggol Canal,Punggol Canal,70_to_74,0.0,2018
Punggol Canal,Punggol Canal,75_to_79,0.0,2018
Punggol Canal,Punggol Canal,80_to_84,0.0,2018
Punggol Canal,Punggol Canal,85_and_over,0.0,2018
Punggol Field,Punggol Field,0_to_4,2420.0,2018
Punggol Field,Punggol Field,5_to_9,3360.0,2018
Punggol Field,Punggol Field,10_to_14,3940.0,2018
Punggol Field,Punggol Field,15_to_19,3390.0,2018
Punggol Field,Punggol Field,20_to_24,2650.0,2018
Punggol Field,Punggol Field,25_to_29,2470.0,2018
Punggol Field,Punggol Field,30_to_34,2760.0,2018
Punggol Field,Punggol Field,35_to_39,4020.0,2018
Punggol Field,Punggol Field,40_to_44,5100.0,2018
Punggol Field,Punggol Field,45_to_49,5150.0,2018
Punggol Field,Punggol Field,50_to_54,3390.0,2018
Punggol Field,Punggol Field,55_to_59,2930.0,2018
Punggol Field,Punggol Field,60_to_64,2510.0,2018
Punggol Field,Punggol Field,65_to_69,1920.0,2018
Punggol Field,Punggol Field,70_to_74,1430.0,2018
Punggol Field,Punggol Field,75_to_79,680.0,2018
Punggol Field,Punggol Field,80_to_84,470.0,2018
Punggol Field,Punggol Field,85_and_over,380.0,2018
Punggol Town Centre,Punggol Town Centre,0_to_4,2820.0,2018
Punggol Town Centre,Punggol Town Centre,5_to_9,2180.0,2018
Punggol Town Centre,Punggol Town Centre,10_to_14,1140.0,2018
Punggol Town Centre,Punggol Town Centre,15_to_19,810.0,2018
Punggol Town Centre,Punggol Town Centre,20_to_24,640.0,2018
Punggol Town Centre,Punggol Town Centre,25_to_29,1010.0,2018
Punggol Town Centre,Punggol Town Centre,30_to_34,3030.0,2018
Punggol Town Centre,Punggol Town Centre,35_to_39,3430.0,2018
Punggol Town Centre,Punggol Town Centre,40_to_44,2130.0,2018
Punggol Town Centre,Punggol Town Centre,45_to_49,1440.0,2018
Punggol Town Centre,Punggol Town Centre,50_to_54,980.0,2018
Punggol Town Centre,Punggol Town Centre,55_to_59,790.0,2018
Punggol Town Centre,Punggol Town Centre,60_to_64,620.0,2018
Punggol Town Centre,Punggol Town Centre,65_to_69,500.0,2018
Punggol Town Centre,Punggol Town Centre,70_to_74,380.0,2018
Punggol Town Centre,Punggol Town Centre,75_to_79,170.0,2018
Punggol Town Centre,Punggol Town Centre,80_to_84,130.0,2018
Punggol Town Centre,Punggol Town Centre,85_and_over,100.0,2018
Waterway East,Waterway East,0_to_4,5470.0,2018
Waterway East,Waterway East,5_to_9,4930.0,2018
Waterway East,Waterway East,10_to_14,3160.0,2018
Waterway East,Waterway East,15_to_19,2140.0,2018
Waterway East,Waterway East,20_to_24,1640.0,2018
Waterway East,Waterway East,25_to_29,2160.0,2018
Waterway East,Waterway East,30_to_34,5910.0,2018
Waterway East,Waterway East,35_to_39,7240.0,2018
Waterway East,Waterway East,40_to_44,5040.0,2018
Waterway East,Waterway East,45_to_49,3590.0,2018
Waterway East,Waterway East,50_to_54,2340.0,2018
Waterway East,Waterway East,55_to_59,2000.0,2018
Waterway East,Waterway East,60_to_64,1540.0,2018
Waterway East,Waterway East,65_to_69,1390.0,2018
Waterway East,Waterway East,70_to_74,1040.0,2018
Waterway East,Waterway East,75_to_79,500.0,2018
Waterway East,Waterway East,80_to_84,270.0,2018
Waterway East,Waterway East,85_and_over,230.0,2018
Commonwealth,Commonwealth,0_to_4,140.0,2018
Commonwealth,Commonwealth,5_to_9,200.0,2018
Commonwealth,Commonwealth,10_to_14,260.0,2018
Commonwealth,Commonwealth,15_to_19,280.0,2018
Commonwealth,Commonwealth,20_to_24,300.0,2018
Commonwealth,Commonwealth,25_to_29,400.0,2018
Commonwealth,Commonwealth,30_to_34,420.0,2018
Commonwealth,Commonwealth,35_to_39,420.0,2018
Commonwealth,Commonwealth,40_to_44,460.0,2018
Commonwealth,Commonwealth,45_to_49,570.0,2018
Commonwealth,Commonwealth,50_to_54,570.0,2018
Commonwealth,Commonwealth,55_to_59,610.0,2018
Commonwealth,Commonwealth,60_to_64,570.0,2018
Commonwealth,Commonwealth,65_to_69,460.0,2018
Commonwealth,Commonwealth,70_to_74,440.0,2018
Commonwealth,Commonwealth,75_to_79,320.0,2018
Commonwealth,Commonwealth,80_to_84,300.0,2018
Commonwealth,Commonwealth,85_and_over,300.0,2018
Dover,Dover,0_to_4,350.0,2018
Dover,Dover,5_to_9,540.0,2018
Dover,Dover,10_to_14,650.0,2018
Dover,Dover,15_to_19,630.0,2018
Dover,Dover,20_to_24,650.0,2018
Dover,Dover,25_to_29,670.0,2018
Dover,Dover,30_to_34,550.0,2018
Dover,Dover,35_to_39,690.0,2018
Dover,Dover,40_to_44,890.0,2018
Dover,Dover,45_to_49,950.0,2018
Dover,Dover,50_to_54,910.0,2018
Dover,Dover,55_to_59,820.0,2018
Dover,Dover,60_to_64,700.0,2018
Dover,Dover,65_to_69,610.0,2018
Dover,Dover,70_to_74,620.0,2018
Dover,Dover,75_to_79,370.0,2018
Dover,Dover,80_to_84,310.0,2018
Dover,Dover,85_and_over,190.0,2018
Ghim Moh,Ghim Moh,0_to_4,850.0,2018
Ghim Moh,Ghim Moh,5_to_9,660.0,2018
Ghim Moh,Ghim Moh,10_to_14,560.0,2018
Ghim Moh,Ghim Moh,15_to_19,500.0,2018
Ghim Moh,Ghim Moh,20_to_24,590.0,2018
Ghim Moh,Ghim Moh,25_to_29,790.0,2018
Ghim Moh,Ghim Moh,30_to_34,1310.0,2018
Ghim Moh,Ghim Moh,35_to_39,1110.0,2018
Ghim Moh,Ghim Moh,40_to_44,910.0,2018
Ghim Moh,Ghim Moh,45_to_49,890.0,2018
Ghim Moh,Ghim Moh,50_to_54,800.0,2018
Ghim Moh,Ghim Moh,55_to_59,860.0,2018
Ghim Moh,Ghim Moh,60_to_64,820.0,2018
Ghim Moh,Ghim Moh,65_to_69,800.0,2018
Ghim Moh,Ghim Moh,70_to_74,910.0,2018
Ghim Moh,Ghim Moh,75_to_79,590.0,2018
Ghim Moh,Ghim Moh,80_to_84,470.0,2018
Ghim Moh,Ghim Moh,85_and_over,420.0,2018
Holland Drive,Holland Drive,0_to_4,350.0,2018
Holland Drive,Holland Drive,5_to_9,350.0,2018
Holland Drive,Holland Drive,10_to_14,360.0,2018
Holland Drive,Holland Drive,15_to_19,470.0,2018
Holland Drive,Holland Drive,20_to_24,540.0,2018
Holland Drive,Holland Drive,25_to_29,800.0,2018
Holland Drive,Holland Drive,30_to_34,830.0,2018
Holland Drive,Holland Drive,35_to_39,730.0,2018
Holland Drive,Holland Drive,40_to_44,910.0,2018
Holland Drive,Holland Drive,45_to_49,1070.0,2018
Holland Drive,Holland Drive,50_to_54,970.0,2018
Holland Drive,Holland Drive,55_to_59,950.0,2018
Holland Drive,Holland Drive,60_to_64,850.0,2018
Holland Drive,Holland Drive,65_to_69,860.0,2018
Holland Drive,Holland Drive,70_to_74,910.0,2018
Holland Drive,Holland Drive,75_to_79,670.0,2018
Holland Drive,Holland Drive,80_to_84,570.0,2018
Holland Drive,Holland Drive,85_and_over,480.0,2018
Kent Ridge,Kent Ridge,0_to_4,0.0,2018
Kent Ridge,Kent Ridge,5_to_9,0.0,2018
Kent Ridge,Kent Ridge,10_to_14,0.0,2018
Kent Ridge,Kent Ridge,15_to_19,0.0,2018
Kent Ridge,Kent Ridge,20_to_24,0.0,2018
Kent Ridge,Kent Ridge,25_to_29,0.0,2018
Kent Ridge,Kent Ridge,30_to_34,0.0,2018
Kent Ridge,Kent Ridge,35_to_39,0.0,2018
Kent Ridge,Kent Ridge,40_to_44,0.0,2018
Kent Ridge,Kent Ridge,45_to_49,0.0,2018
Kent Ridge,Kent Ridge,50_to_54,0.0,2018
Kent Ridge,Kent Ridge,55_to_59,0.0,2018
Kent Ridge,Kent Ridge,60_to_64,0.0,2018
Kent Ridge,Kent Ridge,65_to_69,0.0,2018
Kent Ridge,Kent Ridge,70_to_74,0.0,2018
Kent Ridge,Kent Ridge,75_to_79,0.0,2018
Kent Ridge,Kent Ridge,80_to_84,0.0,2018
Kent Ridge,Kent Ridge,85_and_over,0.0,2018
Margaret Drive,Margaret Drive,0_to_4,1120.0,2018
Margaret Drive,Margaret Drive,5_to_9,1200.0,2018
Margaret Drive,Margaret Drive,10_to_14,800.0,2018
Margaret Drive,Margaret Drive,15_to_19,570.0,2018
Margaret Drive,Margaret Drive,20_to_24,590.0,2018
Margaret Drive,Margaret Drive,25_to_29,860.0,2018
Margaret Drive,Margaret Drive,30_to_34,1260.0,2018
Margaret Drive,Margaret Drive,35_to_39,1990.0,2018
Margaret Drive,Margaret Drive,40_to_44,1570.0,2018
Margaret Drive,Margaret Drive,45_to_49,1130.0,2018
Margaret Drive,Margaret Drive,50_to_54,890.0,2018
Margaret Drive,Margaret Drive,55_to_59,850.0,2018
Margaret Drive,Margaret Drive,60_to_64,790.0,2018
Margaret Drive,Margaret Drive,65_to_69,740.0,2018
Margaret Drive,Margaret Drive,70_to_74,690.0,2018
Margaret Drive,Margaret Drive,75_to_79,380.0,2018
Margaret Drive,Margaret Drive,80_to_84,330.0,2018
Margaret Drive,Margaret Drive,85_and_over,340.0,2018
Mei Chin,Mei Chin,0_to_4,460.0,2018
Mei Chin,Mei Chin,5_to_9,540.0,2018
Mei Chin,Mei Chin,10_to_14,700.0,2018
Mei Chin,Mei Chin,15_to_19,800.0,2018
Mei Chin,Mei Chin,20_to_24,920.0,2018
Mei Chin,Mei Chin,25_to_29,1120.0,2018
Mei Chin,Mei Chin,30_to_34,960.0,2018
Mei Chin,Mei Chin,35_to_39,870.0,2018
Mei Chin,Mei Chin,40_to_44,980.0,2018
Mei Chin,Mei Chin,45_to_49,1190.0,2018
Mei Chin,Mei Chin,50_to_54,1250.0,2018
Mei Chin,Mei Chin,55_to_59,1300.0,2018
Mei Chin,Mei Chin,60_to_64,1220.0,2018
Mei Chin,Mei Chin,65_to_69,1030.0,2018
Mei Chin,Mei Chin,70_to_74,780.0,2018
Mei Chin,Mei Chin,75_to_79,510.0,2018
Mei Chin,Mei Chin,80_to_84,480.0,2018
Mei Chin,Mei Chin,85_and_over,470.0,2018
National University Of S'pore,National University Of S'pore,0_to_4,0.0,2018
National University Of S'pore,National University Of S'pore,5_to_9,10.0,2018
National University Of S'pore,National University Of S'pore,10_to_14,10.0,2018
National University Of S'pore,National University Of S'pore,15_to_19,10.0,2018
National University Of S'pore,National University Of S'pore,20_to_24,120.0,2018
National University Of S'pore,National University Of S'pore,25_to_29,30.0,2018
National University Of S'pore,National University Of S'pore,30_to_34,20.0,2018
National University Of S'pore,National University Of S'pore,35_to_39,10.0,2018
National University Of S'pore,National University Of S'pore,40_to_44,10.0,2018
National University Of S'pore,National University Of S'pore,45_to_49,20.0,2018
National University Of S'pore,National University Of S'pore,50_to_54,10.0,2018
National University Of S'pore,National University Of S'pore,55_to_59,10.0,2018
National University Of S'pore,National University Of S'pore,60_to_64,0.0,2018
National University Of S'pore,National University Of S'pore,65_to_69,0.0,2018
National University Of S'pore,National University Of S'pore,70_to_74,0.0,2018
National University Of S'pore,National University Of S'pore,75_to_79,0.0,2018
National University Of S'pore,National University Of S'pore,80_to_84,0.0,2018
National University Of S'pore,National University Of S'pore,85_and_over,0.0,2018
One North,One North,0_to_4,40.0,2018
One North,One North,5_to_9,60.0,2018
One North,One North,10_to_14,50.0,2018
One North,One North,15_to_19,30.0,2018
One North,One North,20_to_24,20.0,2018
One North,One North,25_to_29,30.0,2018
One North,One North,30_to_34,40.0,2018
One North,One North,35_to_39,100.0,2018
One North,One North,40_to_44,80.0,2018
One North,One North,45_to_49,100.0,2018
One North,One North,50_to_54,80.0,2018
One North,One North,55_to_59,40.0,2018
One North,One North,60_to_64,20.0,2018
One North,One North,65_to_69,20.0,2018
One North,One North,70_to_74,10.0,2018
One North,One North,75_to_79,0.0,2018
One North,One North,80_to_84,0.0,2018
One North,One North,85_and_over,0.0,2018
Pasir Panjang 1,Pasir Panjang 1,0_to_4,160.0,2018
Pasir Panjang 1,Pasir Panjang 1,5_to_9,190.0,2018
Pasir Panjang 1,Pasir Panjang 1,10_to_14,240.0,2018
Pasir Panjang 1,Pasir Panjang 1,15_to_19,260.0,2018
Pasir Panjang 1,Pasir Panjang 1,20_to_24,270.0,2018
Pasir Panjang 1,Pasir Panjang 1,25_to_29,350.0,2018
Pasir Panjang 1,Pasir Panjang 1,30_to_34,310.0,2018
Pasir Panjang 1,Pasir Panjang 1,35_to_39,340.0,2018
Pasir Panjang 1,Pasir Panjang 1,40_to_44,410.0,2018
Pasir Panjang 1,Pasir Panjang 1,45_to_49,410.0,2018
Pasir Panjang 1,Pasir Panjang 1,50_to_54,350.0,2018
Pasir Panjang 1,Pasir Panjang 1,55_to_59,340.0,2018
Pasir Panjang 1,Pasir Panjang 1,60_to_64,280.0,2018
Pasir Panjang 1,Pasir Panjang 1,65_to_69,240.0,2018
Pasir Panjang 1,Pasir Panjang 1,70_to_74,180.0,2018
Pasir Panjang 1,Pasir Panjang 1,75_to_79,80.0,2018
Pasir Panjang 1,Pasir Panjang 1,80_to_84,60.0,2018
Pasir Panjang 1,Pasir Panjang 1,85_and_over,50.0,2018
Pasir Panjang 2,Pasir Panjang 2,0_to_4,90.0,2018
Pasir Panjang 2,Pasir Panjang 2,5_to_9,130.0,2018
Pasir Panjang 2,Pasir Panjang 2,10_to_14,140.0,2018
Pasir Panjang 2,Pasir Panjang 2,15_to_19,160.0,2018
Pasir Panjang 2,Pasir Panjang 2,20_to_24,200.0,2018
Pasir Panjang 2,Pasir Panjang 2,25_to_29,250.0,2018
Pasir Panjang 2,Pasir Panjang 2,30_to_34,180.0,2018
Pasir Panjang 2,Pasir Panjang 2,35_to_39,180.0,2018
Pasir Panjang 2,Pasir Panjang 2,40_to_44,210.0,2018
Pasir Panjang 2,Pasir Panjang 2,45_to_49,210.0,2018
Pasir Panjang 2,Pasir Panjang 2,50_to_54,240.0,2018
Pasir Panjang 2,Pasir Panjang 2,55_to_59,250.0,2018
Pasir Panjang 2,Pasir Panjang 2,60_to_64,230.0,2018
Pasir Panjang 2,Pasir Panjang 2,65_to_69,280.0,2018
Pasir Panjang 2,Pasir Panjang 2,70_to_74,160.0,2018
Pasir Panjang 2,Pasir Panjang 2,75_to_79,70.0,2018
Pasir Panjang 2,Pasir Panjang 2,80_to_84,50.0,2018
Pasir Panjang 2,Pasir Panjang 2,85_and_over,30.0,2018
Port,Port,0_to_4,0.0,2018
Port,Port,5_to_9,0.0,2018
Port,Port,10_to_14,10.0,2018
Port,Port,15_to_19,0.0,2018
Port,Port,20_to_24,10.0,2018
Port,Port,25_to_29,10.0,2018
Port,Port,30_to_34,10.0,2018
Port,Port,35_to_39,10.0,2018
Port,Port,40_to_44,10.0,2018
Port,Port,45_to_49,0.0,2018
Port,Port,50_to_54,10.0,2018
Port,Port,55_to_59,10.0,2018
Port,Port,60_to_64,10.0,2018
Port,Port,65_to_69,10.0,2018
Port,Port,70_to_74,10.0,2018
Port,Port,75_to_79,0.0,2018
Port,Port,80_to_84,0.0,2018
Port,Port,85_and_over,0.0,2018
Queensway,Queensway,0_to_4,10.0,2018
Queensway,Queensway,5_to_9,0.0,2018
Queensway,Queensway,10_to_14,10.0,2018
Queensway,Queensway,15_to_19,10.0,2018
Queensway,Queensway,20_to_24,20.0,2018
Queensway,Queensway,25_to_29,20.0,2018
Queensway,Queensway,30_to_34,20.0,2018
Queensway,Queensway,35_to_39,20.0,2018
Queensway,Queensway,40_to_44,20.0,2018
Queensway,Queensway,45_to_49,30.0,2018
Queensway,Queensway,50_to_54,30.0,2018
Queensway,Queensway,55_to_59,20.0,2018
Queensway,Queensway,60_to_64,20.0,2018
Queensway,Queensway,65_to_69,20.0,2018
Queensway,Queensway,70_to_74,20.0,2018
Queensway,Queensway,75_to_79,10.0,2018
Queensway,Queensway,80_to_84,0.0,2018
Queensway,Queensway,85_and_over,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,0_to_4,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,5_to_9,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,10_to_14,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,15_to_19,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,20_to_24,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,25_to_29,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,30_to_34,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,35_to_39,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,40_to_44,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,45_to_49,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,50_to_54,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,55_to_59,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,60_to_64,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,65_to_69,0.0,2018
Singapore Polytechnic,Singapore Polytechnic,70_to_74,0.0,2018
