PA,SZ,AG,Population,Year
Istana Negara,Istana Negara,50_to_54,0.0,2018
Istana Negara,Istana Negara,55_to_59,0.0,2018
Istana Negara,Istana Negara,60_to_64,0.0,2018
Istana Negara,Istana Negara,65_to_69,0.0,2018
Istana Negara,Istana Negara,70_to_74,0.0,2018
Istana Negara,Istana Negara,75_to_79,0.0,2018
Istana Negara,Istana Negara,80_to_84,0.0,2018
Istana Negara,Istana Negara,85_and_over,0.0,2018
Monk's Hill,Monk's Hill,0_to_4,60.0,2018
Monk's Hill,Monk's Hill,5_to_9,80.0,2018
Monk's Hill,Monk's Hill,10_to_14,60.0,2018
Monk's Hill,Monk's Hill,15_to_19,50.0,2018
Monk's Hill,Monk's Hill,20_to_24,50.0,2018
Monk's Hill,Monk's Hill,25_to_29,50.0,2018
Monk's Hill,Monk's Hill,30_to_34,50.0,2018
Monk's Hill,Monk's Hill,35_to_39,80.0,2018
Monk's Hill,Monk's Hill,40_to_44,100.0,2018
Monk's Hill,Monk's Hill,45_to_49,110.0,2018
Monk's Hill,Monk's Hill,50_to_54,80.0,2018
Monk's Hill,Monk's Hill,55_to_59,80.0,2018
Monk's Hill,Monk's Hill,60_to_64,50.0,2018
Monk's Hill,Monk's Hill,65_to_69,40.0,2018
Monk's Hill,Monk's Hill,70_to_74,40.0,2018
Monk's Hill,Monk's Hill,75_to_79,30.0,2018
Monk's Hill,Monk's Hill,80_to_84,20.0,2018
Monk's Hill,Monk's Hill,85_and_over,20.0,2018
Newton Circus,Newton Circus,0_to_4,10.0,2018
Newton Circus,Newton Circus,5_to_9,20.0,2018
Newton Circus,Newton Circus,10_to_14,20.0,2018
Newton Circus,Newton Circus,15_to_19,10.0,2018
Newton Circus,Newton Circus,20_to_24,10.0,2018
Newton Circus,Newton Circus,25_to_29,10.0,2018
Newton Circus,Newton Circus,30_to_34,10.0,2018
Newton Circus,Newton Circus,35_to_39,20.0,2018
Newton Circus,Newton Circus,40_to_44,30.0,2018
Newton Circus,Newton Circus,45_to_49,30.0,2018
Newton Circus,Newton Circus,50_to_54,30.0,2018
Newton Circus,Newton Circus,55_to_59,20.0,2018
Newton Circus,Newton Circus,60_to_64,10.0,2018
Newton Circus,Newton Circus,65_to_69,10.0,2018
Newton Circus,Newton Circus,70_to_74,10.0,2018
Newton Circus,Newton Circus,75_to_79,0.0,2018
Newton Circus,Newton Circus,80_to_84,0.0,2018
Newton Circus,Newton Circus,85_and_over,0.0,2018
Orange Grove,Orange Grove,0_to_4,70.0,2018
Orange Grove,Orange Grove,5_to_9,90.0,2018
Orange Grove,Orange Grove,10_to_14,110.0,2018
Orange Grove,Orange Grove,15_to_19,80.0,2018
Orange Grove,Orange Grove,20_to_24,70.0,2018
Orange Grove,Orange Grove,25_to_29,80.0,2018
Orange Grove,Orange Grove,30_to_34,90.0,2018
Orange Grove,Orange Grove,35_to_39,100.0,2018
Orange Grove,Orange Grove,40_to_44,150.0,2018
Orange Grove,Orange Grove,45_to_49,180.0,2018
Orange Grove,Orange Grove,50_to_54,170.0,2018
Orange Grove,Orange Grove,55_to_59,150.0,2018
Orange Grove,Orange Grove,60_to_64,130.0,2018
Orange Grove,Orange Grove,65_to_69,120.0,2018
Orange Grove,Orange Grove,70_to_74,100.0,2018
Orange Grove,Orange Grove,75_to_79,40.0,2018
Orange Grove,Orange Grove,80_to_84,30.0,2018
Orange Grove,Orange Grove,85_and_over,30.0,2018
North-Eastern Islands,North-Eastern Islands,0_to_4,0.0,2018
North-Eastern Islands,North-Eastern Islands,5_to_9,0.0,2018
North-Eastern Islands,North-Eastern Islands,10_to_14,0.0,2018
North-Eastern Islands,North-Eastern Islands,15_to_19,0.0,2018
North-Eastern Islands,North-Eastern Islands,20_to_24,0.0,2018
North-Eastern Islands,North-Eastern Islands,25_to_29,0.0,2018
North-Eastern Islands,North-Eastern Islands,30_to_34,0.0,2018
North-Eastern Islands,North-Eastern Islands,35_to_39,0.0,2018
North-Eastern Islands,North-Eastern Islands,40_to_44,0.0,2018
North-Eastern Islands,North-Eastern Islands,45_to_49,0.0,2018
North-Eastern Islands,North-Eastern Islands,50_to_54,0.0,2018
North-Eastern Islands,North-Eastern Islands,55_to_59,0.0,2018
North-Eastern Islands,North-Eastern Islands,60_to_64,0.0,2018
North-Eastern Islands,North-Eastern Islands,65_to_69,0.0,2018
North-Eastern Islands,North-Eastern Islands,70_to_74,0.0,2018
North-Eastern Islands,North-Eastern Islands,75_to_79,0.0,2018
North-Eastern Islands,North-Eastern Islands,80_to_84,0.0,2018
North-Eastern Islands,North-Eastern Islands,85_and_over,0.0,2018
Balestier,Balestier,0_to_4,1320.0,2018
Balestier,Balestier,5_to_9,1430.0,2018
Balestier,Balestier,10_to_14,1460.0,2018
Balestier,Balestier,15_to_19,1390.0,2018
Balestier,Balestier,20_to_24,1620.0,2018
Balestier,Balestier,25_to_29,2000.0,2018
Balestier,Balestier,30_to_34,2420.0,2018
Balestier,Balestier,35_to_39,2410.0,2018
Balestier,Balestier,40_to_44,2510.0,2018
Balestier,Balestier,45_to_49,2730.0,2018
Balestier,Balestier,50_to_54,2390.0,2018
Balestier,Balestier,55_to_59,2320.0,2018
Balestier,Balestier,60_to_64,2240.0,2018
Balestier,Balestier,65_to_69,1900.0,2018
Balestier,Balestier,70_to_74,1640.0,2018
Balestier,Balestier,75_to_79,1010.0,2018
Balestier,Balestier,80_to_84,850.0,2018
Balestier,Balestier,85_and_over,800.0,2018
Dunearn,Dunearn,0_to_4,140.0,2018
Dunearn,Dunearn,5_to_9,210.0,2018
Dunearn,Dunearn,10_to_14,280.0,2018
Dunearn,Dunearn,15_to_19,260.0,2018
Dunearn,Dunearn,20_to_24,260.0,2018
Dunearn,Dunearn,25_to_29,220.0,2018
Dunearn,Dunearn,30_to_34,170.0,2018
Dunearn,Dunearn,35_to_39,190.0,2018
Dunearn,Dunearn,40_to_44,260.0,2018
Dunearn,Dunearn,45_to_49,330.0,2018
Dunearn,Dunearn,50_to_54,330.0,2018
Dunearn,Dunearn,55_to_59,310.0,2018
Dunearn,Dunearn,60_to_64,250.0,2018
Dunearn,Dunearn,65_to_69,220.0,2018
Dunearn,Dunearn,70_to_74,190.0,2018
Dunearn,Dunearn,75_to_79,140.0,2018
Dunearn,Dunearn,80_to_84,100.0,2018
Dunearn,Dunearn,85_and_over,110.0,2018
Malcolm,Malcolm,0_to_4,150.0,2018
Malcolm,Malcolm,5_to_9,220.0,2018
Malcolm,Malcolm,10_to_14,210.0,2018
Malcolm,Malcolm,15_to_19,180.0,2018
Malcolm,Malcolm,20_to_24,140.0,2018
Malcolm,Malcolm,25_to_29,140.0,2018
Malcolm,Malcolm,30_to_34,130.0,2018
Malcolm,Malcolm,35_to_39,170.0,2018
Malcolm,Malcolm,40_to_44,250.0,2018
Malcolm,Malcolm,45_to_49,270.0,2018
Malcolm,Malcolm,50_to_54,200.0,2018
Malcolm,Malcolm,55_to_59,220.0,2018
Malcolm,Malcolm,60_to_64,170.0,2018
Malcolm,Malcolm,65_to_69,160.0,2018
Malcolm,Malcolm,70_to_74,140.0,2018
Malcolm,Malcolm,75_to_79,90.0,2018
Malcolm,Malcolm,80_to_84,60.0,2018
Malcolm,Malcolm,85_and_over,90.0,2018
Moulmein,Moulmein,0_to_4,530.0,2018
Moulmein,Moulmein,5_to_9,1000.0,2018
Moulmein,Moulmein,10_to_14,630.0,2018
Moulmein,Moulmein,15_to_19,400.0,2018
Moulmein,Moulmein,20_to_24,340.0,2018
Moulmein,Moulmein,25_to_29,390.0,2018
Moulmein,Moulmein,30_to_34,510.0,2018
Moulmein,Moulmein,35_to_39,860.0,2018
Moulmein,Moulmein,40_to_44,1130.0,2018
Moulmein,Moulmein,45_to_49,960.0,2018
Moulmein,Moulmein,50_to_54,630.0,2018
Moulmein,Moulmein,55_to_59,500.0,2018
Moulmein,Moulmein,60_to_64,370.0,2018
Moulmein,Moulmein,65_to_69,370.0,2018
Moulmein,Moulmein,70_to_74,270.0,2018
Moulmein,Moulmein,75_to_79,160.0,2018
Moulmein,Moulmein,80_to_84,120.0,2018
Moulmein,Moulmein,85_and_over,120.0,2018
Mount Pleasant,Mount Pleasant,0_to_4,30.0,2018
Mount Pleasant,Mount Pleasant,5_to_9,30.0,2018
Mount Pleasant,Mount Pleasant,10_to_14,40.0,2018
Mount Pleasant,Mount Pleasant,15_to_19,40.0,2018
Mount Pleasant,Mount Pleasant,20_to_24,50.0,2018
Mount Pleasant,Mount Pleasant,25_to_29,50.0,2018
Mount Pleasant,Mount Pleasant,30_to_34,40.0,2018
Mount Pleasant,Mount Pleasant,35_to_39,40.0,2018
Mount Pleasant,Mount Pleasant,40_to_44,20.0,2018
Mount Pleasant,Mount Pleasant,45_to_49,40.0,2018
Mount Pleasant,Mount Pleasant,50_to_54,50.0,2018
Mount Pleasant,Mount Pleasant,55_to_59,70.0,2018
Mount Pleasant,Mount Pleasant,60_to_64,50.0,2018
Mount Pleasant,Mount Pleasant,65_to_69,50.0,2018
Mount Pleasant,Mount Pleasant,70_to_74,40.0,2018
Mount Pleasant,Mount Pleasant,75_to_79,20.0,2018
Mount Pleasant,Mount Pleasant,80_to_84,10.0,2018
Mount Pleasant,Mount Pleasant,85_and_over,20.0,2018
Boulevard,Boulevard,0_to_4,20.0,2018
Boulevard,Boulevard,5_to_9,20.0,2018
Boulevard,Boulevard,10_to_14,20.0,2018
Boulevard,Boulevard,15_to_19,10.0,2018
Boulevard,Boulevard,20_to_24,10.0,2018
Boulevard,Boulevard,25_to_29,20.0,2018
Boulevard,Boulevard,30_to_34,30.0,2018
Boulevard,Boulevard,35_to_39,30.0,2018
Boulevard,Boulevard,40_to_44,30.0,2018
Boulevard,Boulevard,45_to_49,40.0,2018
Boulevard,Boulevard,50_to_54,20.0,2018
Boulevard,Boulevard,55_to_59,20.0,2018
Boulevard,Boulevard,60_to_64,40.0,2018
Boulevard,Boulevard,65_to_69,40.0,2018
Boulevard,Boulevard,70_to_74,20.0,2018
Boulevard,Boulevard,75_to_79,10.0,2018
Boulevard,Boulevard,80_to_84,10.0,2018
Boulevard,Boulevard,85_and_over,0.0,2018
Somerset,Somerset,0_to_4,10.0,2018
Somerset,Somerset,5_to_9,10.0,2018
Somerset,Somerset,10_to_14,0.0,2018
Somerset,Somerset,15_to_19,0.0,2018
Somerset,Somerset,20_to_24,10.0,2018
Somerset,Somerset,25_to_29,10.0,2018
Somerset,Somerset,30_to_34,10.0,2018
Somerset,Somerset,35_to_39,10.0,2018
Somerset,Somerset,40_to_44,10.0,2018
Somerset,Somerset,45_to_49,10.0,2018
Somerset,Somerset,50_to_54,20.0,2018
Somerset,Somerset,55_to_59,0.0,2018
Somerset,Somerset,60_to_64,10.0,2018
Somerset,Somerset,65_to_69,0.0,2018
Somerset,Somerset,70_to_74,10.0,2018
Somerset,Somerset,75_to_79,0.0,2018
Somerset,Somerset,80_to_84,0.0,2018
Somerset,Somerset,85_and_over,0.0,2018
Tanglin,Tanglin,0_to_4,20.0,2018
Tanglin,Tanglin,5_to_9,20.0,2018
Tanglin,Tanglin,10_to_14,30.0,2018
Tanglin,Tanglin,15_to_19,20.0,2018
Tanglin,Tanglin,20_to_24,10.0,2018
Tanglin,Tanglin,25_to_29,10.0,2018
Tanglin,Tanglin,30_to_34,20.0,2018
Tanglin,Tanglin,35_to_39,30.0,2018
Tanglin,Tanglin,40_to_44,40.0,2018
Tanglin,Tanglin,45_to_49,40.0,2018
Tanglin,Tanglin,50_to_54,30.0,2018
Tanglin,Tanglin,55_to_59,30.0,2018
Tanglin,Tanglin,60_to_64,20.0,2018
Tanglin,Tanglin,65_to_69,20.0,2018
Tanglin,Tanglin,70_to_74,20.0,2018
Tanglin,Tanglin,75_to_79,10.0,2018
Tanglin,Tanglin,80_to_84,10.0,2018
Tanglin,Tanglin,85_and_over,0.0,2018
China Square,China Square,0_to_4,30.0,2018
China Square,China Square,5_to_9,30.0,2018
China Square,China Square,10_to_14,30.0,2018
China Square,China Square,15_to_19,30.0,2018
China Square,China Square,20_to_24,50.0,2018
China Square,China Square,25_to_29,70.0,2018
China Square,China Square,30_to_34,80.0,2018
China Square,China Square,35_to_39,110.0,2018
China Square,China Square,40_to_44,90.0,2018
China Square,China Square,45_to_49,120.0,2018
China Square,China Square,50_to_54,90.0,2018
China Square,China Square,55_to_59,130.0,2018
China Square,China Square,60_to_64,130.0,2018
China Square,China Square,65_to_69,160.0,2018
China Square,China Square,70_to_74,130.0,2018
China Square,China Square,75_to_79,60.0,2018
China Square,China Square,80_to_84,60.0,2018
China Square,China Square,85_and_over,50.0,2018
Chinatown,Chinatown,0_to_4,450.0,2018
Chinatown,Chinatown,5_to_9,580.0,2018
Chinatown,Chinatown,10_to_14,520.0,2018
Chinatown,Chinatown,15_to_19,310.0,2018
Chinatown,Chinatown,20_to_24,370.0,2018
Chinatown,Chinatown,25_to_29,550.0,2018
Chinatown,Chinatown,30_to_34,690.0,2018
Chinatown,Chinatown,35_to_39,860.0,2018
Chinatown,Chinatown,40_to_44,1140.0,2018
Chinatown,Chinatown,45_to_49,880.0,2018
Chinatown,Chinatown,50_to_54,690.0,2018
Chinatown,Chinatown,55_to_59,690.0,2018
Chinatown,Chinatown,60_to_64,660.0,2018
Chinatown,Chinatown,65_to_69,580.0,2018
Chinatown,Chinatown,70_to_74,550.0,2018
Chinatown,Chinatown,75_to_79,320.0,2018
Chinatown,Chinatown,80_to_84,290.0,2018
Chinatown,Chinatown,85_and_over,350.0,2018
Pearl's Hill,Pearl's Hill,0_to_4,170.0,2018
Pearl's Hill,Pearl's Hill,5_to_9,190.0,2018
Pearl's Hill,Pearl's Hill,10_to_14,190.0,2018
Pearl's Hill,Pearl's Hill,15_to_19,180.0,2018
Pearl's Hill,Pearl's Hill,20_to_24,250.0,2018
Pearl's Hill,Pearl's Hill,25_to_29,250.0,2018
Pearl's Hill,Pearl's Hill,30_to_34,260.0,2018
Pearl's Hill,Pearl's Hill,35_to_39,270.0,2018
Pearl's Hill,Pearl's Hill,40_to_44,250.0,2018
Pearl's Hill,Pearl's Hill,45_to_49,400.0,2018
Pearl's Hill,Pearl's Hill,50_to_54,440.0,2018
Pearl's Hill,Pearl's Hill,55_to_59,570.0,2018
Pearl's Hill,Pearl's Hill,60_to_64,650.0,2018
Pearl's Hill,Pearl's Hill,65_to_69,600.0,2018
Pearl's Hill,Pearl's Hill,70_to_74,550.0,2018
Pearl's Hill,Pearl's Hill,75_to_79,330.0,2018
Pearl's Hill,Pearl's Hill,80_to_84,300.0,2018
Pearl's Hill,Pearl's Hill,85_and_over,300.0,2018
People's Park,People's Park,0_to_4,0.0,2018
People's Park,People's Park,5_to_9,0.0,2018
People's Park,People's Park,10_to_14,0.0,2018
People's Park,People's Park,15_to_19,10.0,2018
People's Park,People's Park,20_to_24,10.0,2018
People's Park,People's Park,25_to_29,40.0,2018
People's Park,People's Park,30_to_34,40.0,2018
People's Park,People's Park,35_to_39,30.0,2018
People's Park,People's Park,40_to_44,20.0,2018
People's Park,People's Park,45_to_49,30.0,2018
People's Park,People's Park,50_to_54,10.0,2018
People's Park,People's Park,55_to_59,20.0,2018
People's Park,People's Park,60_to_64,20.0,2018
People's Park,People's Park,65_to_69,30.0,2018
People's Park,People's Park,70_to_74,20.0,2018
People's Park,People's Park,75_to_79,10.0,2018
People's Park,People's Park,80_to_84,10.0,2018
People's Park,People's Park,85_and_over,10.0,2018
Flora Drive,Flora Drive,0_to_4,530.0,2018
Flora Drive,Flora Drive,5_to_9,690.0,2018
Flora Drive,Flora Drive,10_to_14,850.0,2018
Flora Drive,Flora Drive,15_to_19,940.0,2018
Flora Drive,Flora Drive,20_to_24,1000.0,2018
Flora Drive,Flora Drive,25_to_29,1030.0,2018
Flora Drive,Flora Drive,30_to_34,860.0,2018
Flora Drive,Flora Drive,35_to_39,910.0,2018
Flora Drive,Flora Drive,40_to_44,1260.0,2018
Flora Drive,Flora Drive,45_to_49,1360.0,2018
Flora Drive,Flora Drive,50_to_54,1260.0,2018
Flora Drive,Flora Drive,55_to_59,1200.0,2018
Flora Drive,Flora Drive,60_to_64,980.0,2018
Flora Drive,Flora Drive,65_to_69,670.0,2018
Flora Drive,Flora Drive,70_to_74,480.0,2018
Flora Drive,Flora Drive,75_to_79,260.0,2018
Flora Drive,Flora Drive,80_to_84,210.0,2018
Flora Drive,Flora Drive,85_and_over,190.0,2018
Loyang East,Loyang East,0_to_4,60.0,2018
Loyang East,Loyang East,5_to_9,60.0,2018
Loyang East,Loyang East,10_to_14,100.0,2018
Loyang East,Loyang East,15_to_19,150.0,2018
Loyang East,Loyang East,20_to_24,160.0,2018
Loyang East,Loyang East,25_to_29,190.0,2018
Loyang East,Loyang East,30_to_34,110.0,2018
Loyang East,Loyang East,35_to_39,100.0,2018
Loyang East,Loyang East,40_to_44,130.0,2018
Loyang East,Loyang East,45_to_49,170.0,2018
Loyang East,Loyang East,50_to_54,170.0,2018
Loyang East,Loyang East,55_to_59,190.0,2018
Loyang East,Loyang East,60_to_64,200.0,2018
Loyang East,Loyang East,65_to_69,150.0,2018
Loyang East,Loyang East,70_to_74,100.0,2018
Loyang East,Loyang East,75_to_79,50.0,2018
Loyang East,Loyang East,80_to_84,30.0,2018
Loyang East,Loyang East,85_and_over,30.0,2018
Loyang West,Loyang West,0_to_4,0.0,2018
Loyang West,Loyang West,5_to_9,0.0,2018
Loyang West,Loyang West,10_to_14,0.0,2018
Loyang West,Loyang West,15_to_19,0.0,2018
Loyang West,Loyang West,20_to_24,0.0,2018
Loyang West,Loyang West,25_to_29,0.0,2018
Loyang West,Loyang West,30_to_34,0.0,2018
Loyang West,Loyang West,35_to_39,0.0,2018
Loyang West,Loyang West,40_to_44,0.0,2018
Loyang West,Loyang West,45_to_49,0.0,2018
Loyang West,Loyang West,50_to_54,0.0,2018
Loyang West,Loyang West,55_to_59,10.0,2018
Loyang West,Loyang West,60_to_64,10.0,2018
Loyang West,Loyang West,65_to_69,20.0,2018
Loyang West,Loyang West,70_to_74,20.0,2018
Loyang West,Loyang West,75_to_79,30.0,2018
Loyang West,Loyang West,80_to_84,50.0,2018
Loyang West,Loyang West,85_and_over,70.0,2018
Pasir Ris Central,Pasir Ris Central,0_to_4,1640.0,2018
Pasir Ris Central,Pasir Ris Central,5_to_9,1730.0,2018
Pasir Ris Central,Pasir Ris Central,10_to_14,1670.0,2018
Pasir Ris Central,Pasir Ris Central,15_to_19,1860.0,2018
Pasir Ris Central,Pasir Ris Central,20_to_24,2450.0,2018
Pasir Ris Central,Pasir Ris Central,25_to_29,2680.0,2018
Pasir Ris Central,Pasir Ris Central,30_to_34,2390.0,2018
Pasir Ris Central,Pasir Ris Central,35_to_39,2510.0,2018
Pasir Ris Central,Pasir Ris Central,40_to_44,2270.0,2018
Pasir Ris Central,Pasir Ris Central,45_to_49,2280.0,2018
Pasir Ris Central,Pasir Ris Central,50_to_54,2590.0,2018
Pasir Ris Central,Pasir Ris Central,55_to_59,2890.0,2018
Pasir Ris Central,Pasir Ris Central,60_to_64,2100.0,2018
Pasir Ris Central,Pasir Ris Central,65_to_69,1340.0,2018
Pasir Ris Central,Pasir Ris Central,70_to_74,830.0,2018
Pasir Ris Central,Pasir Ris Central,75_to_79,450.0,2018
Pasir Ris Central,Pasir Ris Central,80_to_84,310.0,2018
Pasir Ris Central,Pasir Ris Central,85_and_over,270.0,2018
Pasir Ris Drive,Pasir Ris Drive,0_to_4,1730.0,2018
Pasir Ris Drive,Pasir Ris Drive,5_to_9,1990.0,2018
Pasir Ris Drive,Pasir Ris Drive,10_to_14,2570.0,2018
Pasir Ris Drive,Pasir Ris Drive,15_to_19,3380.0,2018
Pasir Ris Drive,Pasir Ris Drive,20_to_24,4960.0,2018
Pasir Ris Drive,Pasir Ris Drive,25_to_29,5870.0,2018
Pasir Ris Drive,Pasir Ris Drive,30_to_34,3260.0,2018
Pasir Ris Drive,Pasir Ris Drive,35_to_39,2650.0,2018
Pasir Ris Drive,Pasir Ris Drive,40_to_44,2880.0,2018
Pasir Ris Drive,Pasir Ris Drive,45_to_49,3460.0,2018
Pasir Ris Drive,Pasir Ris Drive,50_to_54,4750.0,2018
Pasir Ris Drive,Pasir Ris Drive,55_to_59,5660.0,2018
Pasir Ris Drive,Pasir Ris Drive,60_to_64,4380.0,2018
Pasir Ris Drive,Pasir Ris Drive,65_to_69,2930.0,2018
Pasir Ris Drive,Pasir Ris Drive,70_to_74,1880.0,2018
Pasir Ris Drive,Pasir Ris Drive,75_to_79,900.0,2018
Pasir Ris Drive,Pasir Ris Drive,80_to_84,640.0,2018
Pasir Ris Drive,Pasir Ris Drive,85_and_over,550.0,2018
Pasir Ris Park,Pasir Ris Park,0_to_4,460.0,2018
Pasir Ris Park,Pasir Ris Park,5_to_9,580.0,2018
Pasir Ris Park,Pasir Ris Park,10_to_14,540.0,2018
Pasir Ris Park,Pasir Ris Park,15_to_19,500.0,2018
Pasir Ris Park,Pasir Ris Park,20_to_24,460.0,2018
Pasir Ris Park,Pasir Ris Park,25_to_29,360.0,2018
Pasir Ris Park,Pasir Ris Park,30_to_34,530.0,2018
Pasir Ris Park,Pasir Ris Park,35_to_39,730.0,2018
Pasir Ris Park,Pasir Ris Park,40_to_44,910.0,2018
Pasir Ris Park,Pasir Ris Park,45_to_49,790.0,2018
Pasir Ris Park,Pasir Ris Park,50_to_54,640.0,2018
Pasir Ris Park,Pasir Ris Park,55_to_59,470.0,2018
Pasir Ris Park,Pasir Ris Park,60_to_64,250.0,2018
Pasir Ris Park,Pasir Ris Park,65_to_69,180.0,2018
Pasir Ris Park,Pasir Ris Park,70_to_74,120.0,2018
Pasir Ris Park,Pasir Ris Park,75_to_79,60.0,2018
Pasir Ris Park,Pasir Ris Park,80_to_84,30.0,2018
Pasir Ris Park,Pasir Ris Park,85_and_over,30.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,0_to_4,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,5_to_9,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,10_to_14,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,15_to_19,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,20_to_24,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,25_to_29,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,30_to_34,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,35_to_39,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,40_to_44,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,45_to_49,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,50_to_54,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,55_to_59,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,60_to_64,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,65_to_69,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,70_to_74,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,75_to_79,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,80_to_84,0.0,2018
Pasir Ris Wafer Fab Park,Pasir Ris Wafer Fab Park,85_and_over,0.0,2018
Pasir Ris West,Pasir Ris West,0_to_4,1260.0,2018
Pasir Ris West,Pasir Ris West,5_to_9,1500.0,2018
Pasir Ris West,Pasir Ris West,10_to_14,1960.0,2018
Pasir Ris West,Pasir Ris West,15_to_19,2530.0,2018
Pasir Ris West,Pasir Ris West,20_to_24,3420.0,2018
Pasir Ris West,Pasir Ris West,25_to_29,3280.0,2018
Pasir Ris West,Pasir Ris West,30_to_34,1880.0,2018
Pasir Ris West,Pasir Ris West,35_to_39,2000.0,2018
Pasir Ris West,Pasir Ris West,40_to_44,2350.0,2018
Pasir Ris West,Pasir Ris West,45_to_49,2800.0,2018
Pasir Ris West,Pasir Ris West,50_to_54,3590.0,2018
Pasir Ris West,Pasir Ris West,55_to_59,3430.0,2018
Pasir Ris West,Pasir Ris West,60_to_64,2280.0,2018
Pasir Ris West,Pasir Ris West,65_to_69,1460.0,2018
Pasir Ris West,Pasir Ris West,70_to_74,900.0,2018
Pasir Ris West,Pasir Ris West,75_to_79,500.0,2018
Pasir Ris West,Pasir Ris West,80_to_84,350.0,2018
Pasir Ris West,Pasir Ris West,85_and_over,310.0,2018
Airport Road,Airport Road,0_to_4,0.0,2018
Airport Road,Airport Road,5_to_9,0.0,2018
Airport Road,Airport Road,10_to_14,0.0,2018
Airport Road,Airport Road,15_to_19,0.0,2018
Airport Road,Airport Road,20_to_24,0.0,2018
Airport Road,Airport Road,25_to_29,0.0,2018
Airport Road,Airport Road,30_to_34,0.0,2018
Airport Road,Airport Road,35_to_39,0.0,2018
Airport Road,Airport Road,40_to_44,0.0,2018
Airport Road,Airport Road,45_to_49,0.0,2018
Airport Road,Airport Road,50_to_54,0.0,2018
Airport Road,Airport Road,55_to_59,0.0,2018
Airport Road,Airport Road,60_to_64,0.0,2018
Airport Road,Airport Road,65_to_69,0.0,2018
Airport Road,Airport Road,70_to_74,0.0,2018
Airport Road,Airport Road,75_to_79,0.0,2018
Airport Road,Airport Road,80_to_84,0.0,2018
Airport Road,Airport Road,85_and_over,0.0,2018
Paya Lebar East,Paya Lebar East,0_to_4,0.0,2018
Paya Lebar East,Paya Lebar East,5_to_9,0.0,2018
Paya Lebar East,Paya Lebar East,10_to_14,0.0,2018
Paya Lebar East,Paya Lebar East,15_to_19,0.0,2018
Paya Lebar East,Paya Lebar East,20_to_24,0.0,2018
Paya Lebar East,Paya Lebar East,25_to_29,0.0,2018
Paya Lebar East,Paya Lebar East,30_to_34,0.0,2018
Paya Lebar East,Paya Lebar East,35_to_39,0.0,2018
Paya Lebar East,Paya Lebar East,40_to_44,0.0,2018
Paya Lebar East,Paya Lebar East,45_to_49,0.0,2018
Paya Lebar East,Paya Lebar East,50_to_54,0.0,2018
Paya Lebar East,Paya Lebar East,55_to_59,0.0,2018
Paya Lebar East,Paya Lebar East,60_to_64,0.0,2018
Paya Lebar East,Paya Lebar East,65_to_69,0.0,2018
Paya Lebar East,Paya Lebar East,70_to_74,0.0,2018
Paya Lebar East,Paya Lebar East,75_to_79,0.0,2018
Paya Lebar East,Paya Lebar East,80_to_84,0.0,2018
Paya Lebar East,Paya Lebar East,85_and_over,0.0,2018
Paya Lebar North,Paya Lebar North,0_to_4,0.0,2018
Paya Lebar North,Paya Lebar North,5_to_9,0.0,2018
Paya Lebar North,Paya Lebar North,10_to_14,0.0,2018
Paya Lebar North,Paya Lebar North,15_to_19,0.0,2018
Paya Lebar North,Paya Lebar North,20_to_24,0.0,2018
Paya Lebar North,Paya Lebar North,25_to_29,0.0,2018
Paya Lebar North,Paya Lebar North,30_to_34,0.0,2018
Paya Lebar North,Paya Lebar North,35_to_39,0.0,2018
Paya Lebar North,Paya Lebar North,40_to_44,0.0,2018
Paya Lebar North,Paya Lebar North,45_to_49,0.0,2018
Paya Lebar North,Paya Lebar North,50_to_54,0.0,2018
Paya Lebar North,Paya Lebar North,55_to_59,0.0,2018
Paya Lebar North,Paya Lebar North,60_to_64,0.0,2018
Paya Lebar North,Paya Lebar North,65_to_69,0.0,2018
Paya Lebar North,Paya Lebar North,70_to_74,0.0,2018
Paya Lebar North,Paya Lebar North,75_to_79,0.0,2018
Paya Lebar North,Paya Lebar North,80_to_84,0.0,2018
Paya Lebar North,Paya Lebar North,85_and_over,0.0,2018
